,Formula,eV
916,GdErO3,0.004995711
852,GdFeO3,0
736,GdGaO3,0.049004759
698,GdInO3,0
701,GdInO3,0.051276031
905,GdLuO3,0.055724817
809,GdMnO3,0.322411775
807,GdNiO3,0
629,GdRhO3,0.425966517
851,GdScO3,0.011673203
626,GdSiO3,0.60787144
628,GdThO3,0.787523808
808,GdTiO3,0.026218043
900,GdTmO3,0.06776115
813,GdVO3,0
635,GdZrO3,0.399649712
632,GeBiO3,0.39927577
965,GeBO3,1.322055617
510,GePbO3,0.217980089
825,GePbO3,0.013137116
828,GePbO3,0
631,GePdO3,0.624087347
638,GeTeO3,0.680642656
633,HfBeO3,0.766624045
637,HfBO3,1.33698589
508,HfCdO3,0.280297915
697,HfCdO3,0.014742756
875,HfCoO3,0.093956537
904,HfCrO3,0.090281634
877,HfFeO3,0.089519196
878,HfFeO3,0.056849257
505,HfHgO3,0.296361696
502,HfMgO3,0.58955044
886,HfMnO3,0.034400804
543,HfNiO3,0.14473154
639,HfNpO3,0.37119906
773,HfPbO3,0.040235366
777,HfPbO3,0.008471734
860,HfPbO3,0.012027094
899,HfPbO3,0.013783234
935,HfSnO3,0.069154058
634,HfThO3,0.672636598
501,HfZnO3,0.687200543
795,HgAsO3,0
940,HgBiO3,0.034575093
789,HgBrO3,0
796,HgClO3,0.023970349
509,HgGeO3,0.340203064
503,HgIrO3,0.404555165
682,HgNO3,0.219275454
815,HgNO3,0
504,HgOsO3,0.309168681
507,HgRhO3,0.410766954
506,HgRuO3,0.291356945
528,HgSeO3,0.00532904
835,HgSeO3,0
955,HgSeO3,0.002511856
791,HgTeO3,0.014614944
786,HIO3,0.037231269
832,HIO3,0.01822522
717,HNO3,0
803,HoAlO3,0.015694753
636,HoBeO3,0.365119347
539,HoBiO3,0.031481272
883,HoBiO3,0.049291047
929,HoBiO3,0.035464992
630,HoBO3,0.871240449
872,HoBO3,0
873,HoBO3,0.089607221
884,HoBO3,0.026844045
943,HoBO3,0.059311598
946,HoBO3,0.033344282
754,HoCoO3,0.01578647
909,HoCrO3,0
640,HoCuO3,0.250675356
644,HoErO3,0.910047872
926,HoErO3,0.093201033
751,HoFeO3,0
894,HoGaO3,0.049317646
924,HoGaO3,0.019312513
985,HoGeO3,0.681965552
920,HoInO3,0.010193135
938,HoInO3,0.072065479
927,HoLuO3,0.082399802
677,HoMnO3,0.31454225
741,HoMnO3,0
764,HoMnO3,0.028712111
738,HoNiO3,0
647,HoRhO3,0.600679756
695,HoRhO3,0
693,HoSbO3,1.075761129
798,HoScO3,0.036769564
646,HoSiO3,0.757384035
971,HoSnO3,0.868627386
893,HoTiO3,0.059647991
540,HoTmO3,0.095973765
740,HoVO3,0
512,IClO3,0.604369616
648,InAsO3,0.620312994
817,InBiO3,0.495174906
833,InBiO3,0.028765603
844,InBiO3,0.039480206
869,InBO3,0
891,InCoO3,0.104647166
715,InCuO3,0.042256481
976,InCuO3,0.507068223
759,InFeO3,0.032730888
944,InGaO3,0.002237335
554,INO3,0.378546417
887,INO3,0.038539179
645,InOsO3,0.466641634
643,InPtO3,0.765309548
534,InRhO3,0.073924369
688,InRhO3,0.040573461
696,InRhO3,0.33404023
642,InSbO3,0.455910485
641,InSiO3,0.562275213
977,KAgO3,0.319125712
650,KAlO3,0.265019838
651,KAsO3,0.422205645
676,KAsO3,0
679,KAsO3,0.007166876
654,KAuO3,0.353579498
961,KBaO3,0.555103502
960,KBeO3,0.622039133
794,KBiO3,0
864,KBiO3,0.030864946
948,KBiO3,0.009622776
984,KBiO3,0.096101227
780,KBrO3,0
986,KCaO3,0.423390457
663,KCdO3,0.378551609
782,KClO3,0.021245079
822,KClO3,0.033137943
831,KClO3,0.020673628
535,KCO3,0.011467455
536,KCO3,0
799,KCO3,0.085158036
656,KCoO3,0.255965463
519,KCrO3,0.390612039
658,KDyO3,0.249930201
966,KErO3,0.245473528
532,KFeO3,0.146919581
662,KGdO3,0.18125318
998,KHfO3,0.035650544
655,KHoO3,0.24512383
973,KInO3,0.280319156
529,KIO3,0.001070602
553,KIO3,0.007336359
686,KIO3,0
714,KIO3,0.004061806
784,KIO3,0.0133898
824,KIO3,0.003234308
841,KIO3,0.204260058
855,KIrO3,0
652,KLiO3,0.478898346
653,KLuO3,0.22068212
661,KMgO3,0.347772949
657,KMnO3,0.276944694
513,KMoO3,0.114452095
970,KNaO3,0.587716098
956,KNbO3,0
511,KNO3,0.010684176
801,KNO3,0.004618991
810,KNO3,0
861,KNO3,0.062199256
862,KNO3,0.00806538
865,KNO3,0.007464319
866,KNO3,0.000181913
957,KNO3,0.01078102
665,KNpO3,0
664,KOsO3,0.040375264
690,KPaO3,0
649,KPbO3,0.144003624
959,KPdO3,0.151376255
681,KPO3,0.008044715
713,KPO3,0.246772603
730,KPO3,0.012592889
804,KPO3,0
836,KPO3,0.004158654
837,KPO3,0.000944312
863,KPO3,1.531328394
974,KPtO3,0.124544783
949,KPuO3,0
659,KRbO3,0.746874072
962,KReO3,0.028342623
975,KRhO3,0.050198931
968,KRuO3,0.1079294
552,KSbO3,0.836195982
731,KSbO3,0.018395914
733,KSbO3,0.044818609
820,KSbO3,0
854,KSbO3,1.010042255
867,KSbO3,0.871479585
969,KScO3,0.192412257
683,KSiO3,0.148279112
684,KSiO3,0.146213755
972,KSiO3,0.467078962
814,KSO3,0.003390291
839,KSO3,0.0007259
660,KSrO3,0.491662162
800,KTaO3,0
983,KTbO3,0.263079648
1449,KTcO3,0
1089,KTeO3,0.082317147
1084,KTiO3,0.096465657
1399,KTiO3,0.088368621
1484,KTlO3,0.321632922
1092,KTmO3,0.232469189
1270,KUO3,0
1029,KVO3,0.216491928
1205,KVO3,0
1021,KWO3,0.088837182
1094,KYbO3,0.411488229
1090,KYO3,0.256401256
1091,KZnO3,0.349800454
1093,KZrO3,0.061926399
1025,LaAgO3,0.238554766
1410,LaAgO3,0.035488716
1043,LaAlO3,0.000602652
1044,LaAlO3,0.000887709
1255,LaAlO3,0
1286,LaAlO3,0.006743611
1358,LaAlO3,0.311592836
1413,LaAlO3,0.035042605
1416,LaAlO3,0.00030896
1426,LaAlO3,0.057031101
1427,LaAlO3,0.042728153
1436,LaAlO3,0.093199923
1437,LaAlO3,0.08062452
1438,LaAlO3,0.035659593
1039,LaAsO3,0
1252,LaAuO3,0
1480,LaBeO3,0.255411639
1379,LaBiO3,0.04032589
1411,LaBiO3,0.034711126
1360,LaBO3,0.007172964
1443,LaBO3,0
1456,LaCdO3,0.411439875
1086,LaCoO3,0.011031412
1088,LaCoO3,2.865153528
1101,LaCoO3,0
1208,LaCoO3,0.025794587
1283,LaCoO3,1.707802347
1318,LaCoO3,0.008615276
1320,LaCoO3,0.074556205
1206,LaCrO3,0.085190397
1215,LaCrO3,0
1221,LaCrO3,0.009011134
1026,LaCuO3,0.02697672
1263,LaCuO3,0
1393,LaDyO3,0.040265871
1366,LaErO3,0.027281194
1037,LaFeO3,0.012278057
1239,LaFeO3,0
1299,LaFeO3,0.101953722
1329,LaFeO3,0.266719156
1038,LaGaO3,0.038505228
1049,LaGaO3,0.09553277
1087,LaGaO3,0.037012671
1260,LaGaO3,0.037649905
1307,LaGaO3,0.036947155
1323,LaGaO3,0.031968679
1482,LaGaO3,1.446203152
1392,LaHoO3,0.033446344
1421,LaHoO3,0.080532538
1064,LaInO3,0.006070389
1045,LaIO3,0.105487709
1235,LaLuO3,0.010218143
1095,LaMgO3,0.205863889
1085,LaMnO3,0.040313262
1181,LaMnO3,0.040364241
1200,LaMnO3,0
1207,LaMnO3,0.077670157
1212,LaMnO3,0.010062322
1213,LaMnO3,0.01169011
1319,LaMnO3,0.294802326
1340,LaMnO3,0.299034651
1024,LaNiO3,0.033331876
1219,LaNiO3,0
1198,LaPdO3,0.000311797
1098,LaPtO3,0.419686496
1285,LaRhO3,0
1227,LaRuO3,0.047201889
1048,LaScO3,0.203704806
1258,LaScO3,0
1435,LaSmO3,0.066908045
1099,LaSnO3,0.532646469
1191,LaTaO3,0.328641981
1233,LaTiO3,0.025677359
1440,LaTiO3,0.068595901
1256,LaTlO3,0.15576044
1195,LaTmO3,0.02055027
1209,LaVO3,0.169789513
1220,LaVO3,0
1237,LaYbO3,0.114495126
1022,LaYO3,0.03867053
1096,LaZnO3,0.12609172
1097,LaZrO3,0.290438961
1105,LiAcO3,0.119659031
1111,LiAlO3,0.358167469
1315,LiAsO3,0.038036757
1447,LiAsO3,0
1481,LiBeO3,0.560361227
1253,LiBiO3,0
1106,LiBO3,0.951318601
1169,LiBrO3,0.235863525
1458,LiCaO3,0.335519747
1100,LiCdO3,0.524576609
1452,LiCeO3,0.465364831
1110,LiCrO3,0.44498193
1108,LiDyO3,0.403244506
1109,LiErO3,0.451106193
1113,LiEuO3,0.254322283
1112,LiFeO3,0.305202279
1362,LiFeO3,0.1383798
1365,LiFeO3,0.167539282
1395,LiFeO3,0.142692856
1402,LiFeO3,0.127451983
1404,LiFeO3,0.489352554
1118,LiGdO3,0.406839528
1107,LiGeO3,0.348541345
1455,LiHoO3,0.427519042
1042,LiIO3,0.863374024
1241,LiIO3,0.009537
1243,LiIO3,0.004401218
1247,LiIO3,0
1290,LiIO3,0.247499359
1302,LiIO3,0.148733284
1115,LiLaO3,0.211430708
1467,LiLuO3,0.527780308
1114,LiMgO3,0.566835531
1035,LiNbO3,0.013453105
1298,LiNbO3,0.026612864
1348,LiNbO3,0.003321128
1350,LiNbO3,0
1352,LiNbO3,0.001267087
1353,LiNbO3,0.108352797
1354,LiNbO3,0.004094665
1385,LiNbO3,0.039763413
1401,LiNbO3,0.029351823
1433,LiNbO3,0.022157285
1116,LiNdO3,0.250660927
1103,LiNiO3,0.458694851
1047,LiNO3,2.16858269
1357,LiNO3,1.193294912
1441,LiNO3,0
1032,LiOsO3,0.010382187
1034,LiOsO3,0
1104,LiPaO3,0
1117,LiPmO3,0.278261458
1175,LiPO3,0.000894863
1254,LiPO3,0
1308,LiPO3,0.000658175
1119,LiPrO3,0.225809069
1442,LiReO3,0.075045472
1122,LiRuO3,0.209935037
1281,LiSbO3,6.76E-05
1363,LiSbO3,0.088972351
1396,LiSbO3,0.038658892
1425,LiSbO3,0
1185,LiSeO3,0.207794169
1120,LiSiO3,0.318375976
1448,LiSmO3,0.298944256
1055,LiTaO3,0.113207015
1056,LiTaO3,0.254667182
1265,LiTaO3,0
1372,LiTaO3,0.088219185
1444,LiTcO3,0.0607276
1381,LiTeO3,0.061630862
1102,LiTmO3,0.479535985
1292,LiUO3,0.208666121
1439,LiUO3,0
1072,LiVO3,0.081901524
1222,LiVO3,0.020126461
1223,LiVO3,0
1368,LiVO3,0.110041566
1407,LiVO3,0.084181379
1121,LiYbO3,0.310278635
1465,LiYO3,0.405756718
1123,LuAlO3,0.25540651
1373,LuAlO3,0.082431956
1383,LuAlO3,0.061476017
1386,LuAlO3,0.021096596
1394,LuAlO3,0.098505933
1071,LuBiO3,0.027865628
1431,LuBiO3,0.05848492
1189,LuBO3,0.084246425
1390,LuBO3,0
1400,LuBO3,0.028659838
1297,LuCoO3,0.022393146
1384,LuCrO3,0
1161,LuFeO3,0
1238,LuFeO3,0.021743364
1124,LuGaO3,0.46633728
1382,LuGaO3,0.021008459
1389,LuGaO3,0.053937238
1415,LuGaO3,0
1127,LuGeO3,0.812228337
1203,LuMnO3,0
1232,LuMnO3,0.050207009
1058,LuNiO3,0.003072631
1216,LuNiO3,0.001257951
1126,LuNpO3,0.614664427
1125,LuPdO3,0.682326774
1128,LuReO3,0.989726096
1180,LuRhO3,0
1454,LuRhO3,0.721864552
1428,LuScO3,0.040147974
1434,LuScO3,0.063748009
1409,LuSeO3,0.038455005
1453,LuSiO3,0.876543001
1370,LuTiO3,0.06324581
1375,LuTlO3,0.083992484
1451,LuUO3,0.72125722
1387,LuVO3,0.005173329
1450,LuVO3,0.560623046
1134,MgAlO3,0.427240626
1132,MgBeO3,0.643861942
1135,MgBiO3,0.455029095
1491,MgBiO3,0.123084036
1133,MgBO3,1.011684328
1289,MgCO3,0
1294,MgCO3,0.380026567
1031,MgCoO3,0.537283869
1388,MgCoO3,0.089702803
1391,MgCoO3,0.079971657
1406,MgCoO3,0.050258679
1497,MgCrO3,0.119861689
1027,MgCuO3,0.51464322
1028,MgFeO3,0.46657917
1361,MgFeO3,0.118848071
1374,MgFeO3,0.055829714
1493,MgFeO3,0.091333817
1002,MgGeO3,0.512910458
1257,MgGeO3,0.156774615
1267,MgGeO3,0.019732276
1276,MgGeO3,0.000983685
1280,MgGeO3,0
1136,MgHgO3,0.504510112
1137,MgInO3,0.797385034
1001,MgIrO3,0.792450185
1422,MgMnO3,0.075634518
1423,MgMnO3,0
1468,MgMnO3,0.491782625
1138,MgMoO3,0.637420227
1490,MgMoO3,0.057367643
1005,MgOsO3,0.644345747
1469,MgPbO3,0.550759104
1139,MgReO3,0.642556666
1009,MgRhO3,0.722745245
1003,MgRuO3,0.631314616
1487,MgSbO3,0.197288106
1488,MgSbO3,0.156977787
1190,MgSeO3,0
1008,MgSiO3,0.465388231
1012,MgSiO3,0.011248905
1013,MgSiO3,0.009563654
1014,MgSiO3,0.016770629
1015,MgSiO3,0.01922316
1016,MgSiO3,0.008495867
1017,MgSiO3,0.009522511
1018,MgSiO3,0.008715123
1082,MgSiO3,1.685135818
1165,MgSiO3,0.019928293
1167,MgSiO3,0.01508103
1192,MgSiO3,0.459222183
1262,MgSiO3,0.005919179
1264,MgSiO3,0.215408621
1272,MgSiO3,0.018869336
1273,MgSiO3,0.259889
1282,MgSiO3,0.006772792
1287,MgSiO3,0.10086324
1300,MgSiO3,0.111890794
1306,MgSiO3,0.112923931
1310,MgSiO3,0.011085123
1322,MgSiO3,0.006124078
1325,MgSiO3,0.115193207
1327,MgSiO3,0.203950715
1328,MgSiO3,0.035543453
1334,MgSiO3,0.463835019
1335,MgSiO3,0.147079255
1336,MgSiO3,0.134350007
1337,MgSiO3,0.210353564
1339,MgSiO3,0.049036458
1345,MgSiO3,0.305412411
1346,MgSiO3,0.14241819
1429,MgSiO3,0.087109782
1000,MgSnO3,0.629154849
1070,MgSnO3,0.003230998
1419,MgSnO3,0.072616213
1417,MgSO3,0.04557789
1418,MgSO3,0.061533415
1420,MgSO3,0.036588742
1004,MgTiO3,0.454950391
1268,MgTiO3,0
1496,MgTiO3,0.082413394
1130,MgTlO3,0.568589867
1131,MgUO3,0.633678706
1007,MgVO3,0.54597695
1040,MgVO3,0.000616623
1250,MgVO3,0
1291,MgVO3,0.262191814
1492,MgVO3,0.092491089
1498,MgWO3,0.088027115
1499,MgWO3,0.403117425
1129,MgZnO3,0.696618353
1011,MgZrO3,0.668219339
1369,MnAgO3,0.066339657
1193,MnAlO3,0.178146125
1194,MnAlO3,0.270100806
1432,MnAlO3,0.05509274
1489,MnAlO3,1.297644902
1494,MnAlO3,0.149747562
1495,MnAlO3,0.271535149
1054,MnBiO3,0.02362932
1061,MnBiO3,0.027823238
1163,MnBiO3,0.024616246
1176,MnBiO3,0.031916002
1248,MnBiO3,0.02731086
1305,MnBiO3,0.09725023
1140,MnBO3,1.077188704
1249,MnBO3,0.220014364
1405,MnBO3,0.038554474
1006,MnCdO3,0.285820442
1295,MnClO3,0.441093484
1036,MnCO3,0.057307171
1073,MnCO3,1.049500058
1074,MnCO3,0.2753023
1204,MnCO3,0
1355,MnCO3,0.079606701
1229,MnCoO3,0.10594924
1069,MnCuO3,0.035210285
1349,MnFeO3,0
1398,MnFeO3,0.049856803
1068,MnGaO3,0.077701337
1059,MnGeO3,6.09E-05
1230,MnGeO3,0.021396091
1338,MnGeO3,0
1046,MnHgO3,0.286661007
1160,MnInO3,0.019234908
1162,MnInO3,0.020230777
1296,MnInO3,0.02256483
1218,MnNiO3,0
1062,MnPbO3,0.081085347
1266,MnPbO3,0.127587457
1284,MnPbO3,0.076341666
1184,MnPO3,0.322404128
1173,MnSeO3,0.00251068
1174,MnSeO3,0
1236,MnSeO3,0.022179628
1065,MnSiO3,0.012158418
1075,MnSiO3,0.292202405
1201,MnSiO3,0.012234916
1288,MnSiO3,0.078240823
1316,MnSiO3,0.003134634
1326,MnSiO3,0.003040265
1341,MnSiO3,0.305711586
1228,MnSnO3,0
1356,MnSnO3,0.022746879
1251,MnSO3,0.040376071
1317,MnSO3,0.042124091
1067,MnTeO3,0.038233777
1183,MnTeO3,0.229626392
1367,MnTlO3,0.063064417
1412,MnTlO3,0.030668872
1414,MnTlO3,0.127371411
1424,MnTlO3,0.051801934
1060,MnVO3,0.047752164
1010,MnZnO3,0.564027464
1371,MnZnO3,0.005448493
1430,MnZnO3,0.096986783
1188,MoHO3,0.089616981
1143,MoPbO3,0.08754434
1142,NaAgO3,0.391311074
1141,NaAlO3,0.210838354
1202,NaAsO3,0.002911201
1463,NaAsO3,0.308224149
1464,NaBeO3,0.446430365
1244,NaBiO3,0
1077,NaBrO3,0.713355896
1246,NaBrO3,0
1330,NaBrO3,0.523439846
1144,NaCaO3,0.529961463
1466,NaCdO3,0.458441833
1078,NaClO3,0.403563584
1083,NaClO3,0.690583143
1245,NaClO3,0.075854112
1304,NaClO3,0.041668811
1333,NaClO3,0.567329007
1344,NaClO3,0.52637117
1063,NaCO3,0
1157,NaCO3,0.014690197
1145,NaCoO3,0.171295748
1030,NaCrO3,0.292082801
1147,NaFeO3,0.139109996
1378,NaFeO3,0.063684213
1146,NaGeO3,0.230847394
1148,NaInO3,0.403034942
1242,NaIO3,0
1293,NaIO3,1.029219409
1313,NaIO3,0.133788665
1041,NaIrO3,0
1462,NaLiO3,0.448029046
1470,NaMgO3,0.356305341
1020,NaMoO3,0.098887595
1486,NaMoO3,0.099062814
1033,NaNbO3,0
1057,NaNbO3,0.023547812
1159,NaNbO3,0.016238888
1164,NaNbO3,0.021613652
1166,NaNbO3,0.022026111
1170,NaNbO3,0.024941587
1171,NaNbO3,0.039056046
1172,NaNbO3,0.029376677
1177,NaNbO3,0.021150455
1312,NaNbO3,0.013041668
1314,NaNbO3,0.03415941
1150,NaNiO3,0.265831765
1066,NaNO3,0.013517841
1187,NaNO3,0.01157846
1275,NaNO3,0
1347,NaNO3,0.009911556
1019,NaOsO3,0.01495416
1053,NaOsO3,0
1485,NaOsO3,0.001618635
1446,NaPaO3,0
1149,NaPbO3,0.305072044
1473,NaPdO3,0.220583814
1279,NaPO3,0.00752117
1301,NaPO3,0
1311,NaPO3,0.005002037
1342,NaPO3,0.029917151
1343,NaPO3,0.056469638
1445,NaPO3,0.001647607
1472,NaPuO3,0
1471,NaReO3,0.038669782
1474,NaRuO3,0.08066846
1224,NaSbO3,0.055453115
1234,NaSbO3,0.092434465
1274,NaSbO3,0
1364,NaSbO3,0.05174683
1403,NaSbO3,0.065676493
1081,NaSeO3,0.073788708
1168,NaSeO3,0.193572313
1151,NaSiO3,0.25327281
1475,NaSrO3,0.522703447
1269,NaTaO3,0
1271,NaTaO3,0.014466378
1277,NaTaO3,0.004639148
1278,NaTaO3,0.001413411
1351,NaTaO3,0.096266799
1377,NaTaO3,0.087054934
1478,NaTcO3,0
1476,NaTeO3,0.132844108
1477,NaTiO3,0.08792503
1321,NaUO3,0
1050,NaVO3,0.141535786
1052,NaVO3,0.042875192
1211,NaVO3,0
1303,NaVO3,0.00109148
1408,NaVO3,0.042470617
1217,NaWO3,0.053377483
1153,NaYbO3,0.510333851
1076,NaZnO3,0.329488662
1152,NaZnO3,0.398605344
1178,NbAgO3,0.065674026
1179,NbAgO3,0.077334404
1186,NbAgO3,0.08041591
1309,NbAgO3,0.099094482
1154,NbBiO3,0.443649491
1199,NbCuO3,0.044335432
1155,NbFeO3,0.525247844
1261,NbHO3,0.060946761
1331,NbHO3,0.075184305
1332,NbHO3,0.105926026
1051,NbTlO3,7.64E-05
1397,NbTlO3,0
1479,NbTlO3,0.090105969
1023,NClO3,1.40205751
1079,NClO3,0.104726078
1080,NClO3,0.720001296
1376,NClO3,0
1197,NdAlO3,0.027415338
1324,NdAlO3,0
1461,NdBeO3,0.260309368
1457,NdBiO3,0.827779214
1196,NdBO3,0
1359,NdBO3,0.007949883
1225,NdCoO3,0.166089131
1240,NdCoO3,0
1210,NdCrO3,0.143598944
1214,NdCrO3,0
1226,NdFeO3,0
1259,NdGaO3,0.033119451
1483,NdGaO3,1.466648412
1459,NdGeO3,0.454966882
1156,NdInO3,0.424803244
1380,NdInO3,0.014858875
1182,NdLuO3,0.022672967
1460,NdMgO3,0.269824506
1158,NdMnO3,0.000956759
1231,NdMnO3,0
1554,NdMnO3,3.939064593
1719,NdNiO3,0
1558,NdNpO3,1.077575316
1561,NdReO3,0.605959805
1769,NdRhO3,0
1657,NdSbO3,0.767700997
1741,NdScO3,0
1560,NdTaO3,0.435406899
1744,NdTiO3,0.0421273
1692,NdVO3,0.236375895
1780,NdVO3,0
1538,NdZrO3,0.200139105
1858,NdZrO3,0.085958237
1878,NdZrO3,0.200484171
1963,NiAsO3,1.10392247
1542,NiBiO3,0.01955394
1732,NiBiO3,0.042276038
1733,NiBiO3,0.029304927
1994,NiBiO3,0.214659345
1995,NiBiO3,0.016953414
1690,NiCO3,0
1966,NiMoO3,0.61075492
1520,NiPbO3,0
1915,NiPbO3,0.443910774
1564,NiPdO3,0.88389881
1556,NiPtO3,1.204493106
1964,NiRuO3,1.280488166
1557,NiSbO3,0.707499516
1707,NiSeO3,0.036003427
1804,NiSeO3,0
1839,NiSnO3,0.027939613
1667,NiTeO3,0.287778349
1555,NpAlO3,0.079268889
1914,NpBeO3,0.449524706
1965,NpBO3,0.876091253
1559,NpHgO3,0.150938782
1563,NpMoO3,0.871774148
1913,NpOsO3,0.988881494
1562,NpRuO3,0.795570845
1566,NpSiO3,0.631408804
1565,NpSnO3,0.840164497
1567,NpTaO3,0.410846672
1968,NpTcO3,0.698144312
1967,NpTiO3,0.19410859
1822,OsPbO3,0
1969,PaAgO3,0
1568,PaBeO3,0.45120503
1912,PaBO3,1.124459795
1570,PaCoO3,0.597302975
1569,PaHgO3,0
1573,PaOsO3,1.16423345
1571,PaSiO3,1.004222634
1572,PaTaO3,0.729397764
1893,PaTlO3,0
1990,PbAuO3,0.308844949
1541,PbCO3,0.002197607
1699,PbCO3,0
1712,PbSeO3,0
1817,PbSeO3,0.00297565
1710,PbSO3,0.057593876
1714,PbSO3,0.058693743
1782,PdSeO3,0
1783,PdSeO3,0.009633047
1576,PmBeO3,0.270445883
1577,PmErO3,0.635981871
1578,PmEuO3,0.639983481
1579,PmInO3,0.479176341
1580,PmMgO3,0.308563197
1992,PmRuO3,0.388609322
1582,PmWO3,0.561053352
1552,PNO3,0.677681279
1553,PNO3,0.710279603
